Date,Close
4/1/2016 23:58:00,3.5508
4/2/2016 23:58:00,3.5508
4/3/2016 23:58:00,3.5486
4/4/2016 23:58:00,3.6172
4/5/2016 23:58:00,3.6737
4/6/2016 23:58:00,3.6364
4/7/2016 23:58:00,3.6826
4/8/2016 23:58:00,3.5862
4/9/2016 23:58:00,3.5862
4/10/2016 23:58:00,3.5862
4/11/2016 23:58:00,3.4885
4/12/2016 23:58:00,3.4825
4/13/2016 23:58:00,3.4935
4/14/2016 23:58:00,3.4725
4/15/2016 23:58:00,3.5281
4/16/2016 23:58:00,3.531
4/18/2016 23:58:00,3.6099
4/19/2016 23:58:00,3.5253
4/20/2016 23:58:00,3.5244
4/21/2016 23:58:00,3.5244
4/22/2016 23:58:00,3.5623
4/25/2016 23:58:00,3.5504
4/26/2016 23:58:00,3.5202
4/27/2016 23:58:00,3.5215
4/28/2016 23:58:00,3.4797
4/29/2016 23:58:00,3.4328
4/30/2016 23:58:00,3.4328
5/2/2016 23:58:00,3.4965
5/3/2016 23:58:00,3.5549
5/4/2016 23:58:00,3.5454
5/5/2016 23:58:00,3.5331
5/6/2016 23:58:00,3.499
5/9/2016 23:58:00,3.513
5/10/2016 23:58:00,3.4704
5/11/2016 23:58:00,3.447
5/12/2016 23:58:00,3.4771
5/13/2016 23:58:00,3.5302
5/16/2016 23:58:00,3.4945
5/17/2016 23:58:00,3.4861
5/18/2016 23:58:00,3.5585
5/19/2016 23:58:00,3.5609
5/20/2016 23:58:00,3.5573
5/22/2016 23:58:00,3.5573
5/23/2016 23:58:00,3.5665
5/24/2016 23:58:00,3.5673
5/25/2016 23:58:00,3.5769
5/26/2016 23:58:00,3.5827
5/27/2016 23:58:00,3.6089
5/29/2016 23:58:00,3.6089
5/30/2016 23:58:00,3.5674
5/31/2016 23:58:00,3.5832
6/1/2016 23:58:00,3.591
6/2/2016 23:58:00,3.5801
6/3/2016 23:58:00,3.5245
6/6/2016 23:58:00,3.4845
6/7/2016 23:58:00,3.4349
6/8/2016 23:58:00,3.3575
6/9/2016 23:58:00,3.3959
6/10/2016 23:58:00,3.4158
6/13/2016 23:58:00,3.4773
6/14/2016 23:58:00,3.4751
6/15/2016 23:58:00,3.4693
6/16/2016 23:58:00,3.4612
6/17/2016 23:58:00,3.4128
6/19/2016 23:58:00,3.4128
6/20/2016 23:58:00,3.3917
6/21/2016 23:58:00,3.4121
6/22/2016 23:58:00,3.3743
6/23/2016 23:58:00,3.337
6/24/2016 23:58:00,3.3677
6/27/2016 23:58:00,3.3893
6/28/2016 23:58:00,3.3025
6/29/2016 23:58:00,3.2376
6/30/2016 23:58:00,3.2059
7/1/2016 23:58:00,3.2332
7/2/2016 23:58:00,3.2306
7/4/2016 23:58:00,3.2885
7/5/2016 23:58:00,3.2991
7/6/2016 23:58:00,3.327
7/7/2016 23:58:00,3.3611
7/8/2016 23:58:00,3.2952
7/9/2016 23:58:00,3.2977
7/11/2016 23:58:00,3.3072
7/12/2016 23:58:00,3.2935
7/13/2016 23:58:00,3.2616
7/14/2016 23:58:00,3.2484
7/15/2016 23:58:00,3.2591
7/16/2016 23:58:00,3.2766
7/18/2016 23:58:00,3.2494
7/19/2016 23:58:00,3.2479
7/20/2016 23:58:00,3.2527
7/21/2016 23:58:00,3.2686
7/22/2016 23:58:00,3.2515
7/25/2016 23:58:00,3.2821
7/26/2016 23:58:00,3.27
7/27/2016 23:58:00,3.2586
7/28/2016 23:58:00,3.2819
7/29/2016 23:58:00,3.2468
7/30/2016 23:58:00,3.2462
8/1/2016 23:58:00,3.2584
8/2/2016 23:58:00,3.2528
8/3/2016 23:58:00,3.2346
8/4/2016 23:58:00,3.1869
8/5/2016 23:58:00,3.1607
8/8/2016 23:58:00,3.1686
8/9/2016 23:58:00,3.1429
8/10/2016 23:58:00,3.1247
8/11/2016 23:58:00,3.139
8/12/2016 23:58:00,3.1884
8/14/2016 23:58:00,3.1905
8/15/2016 23:58:00,3.1848
8/16/2016 23:58:00,3.2012
8/17/2016 23:58:00,3.2048
8/18/2016 23:58:00,3.2379
8/19/2016 23:58:00,3.2055
8/21/2016 23:58:00,3.2045
8/22/2016 23:58:00,3.1987
8/23/2016 23:58:00,3.2355
8/24/2016 23:58:00,3.2233
8/25/2016 23:58:00,3.2283
8/26/2016 23:58:00,3.2612
8/27/2016 23:58:00,3.2596
8/28/2016 23:58:00,3.2641
8/29/2016 23:58:00,3.2276
8/30/2016 23:58:00,3.2368
8/31/2016 23:58:00,3.226
9/1/2016 23:58:00,3.2532
9/2/2016 23:58:00,3.2531
9/3/2016 23:58:00,3.2561
9/4/2016 23:58:00,3.2561
9/5/2016 23:58:00,3.2672
9/6/2016 23:58:00,3.1963
9/7/2016 23:58:00,3.1907
9/8/2016 23:58:00,3.2149
9/9/2016 23:58:00,3.253
9/10/2016 23:58:00,3.2717
9/11/2016 23:58:00,3.2717
9/12/2016 23:58:00,3.2469
9/13/2016 23:58:00,3.3141
9/14/2016 23:58:00,3.3435
9/15/2016 23:58:00,3.2998
9/16/2016 23:58:00,3.2603
9/17/2016 23:58:00,3.2584
9/18/2016 23:58:00,3.2655
9/19/2016 23:58:00,3.2712
9/20/2016 23:58:00,3.2561
9/21/2016 23:58:00,3.2096
9/22/2016 23:58:00,3.217
9/23/2016 23:58:00,3.2401
9/24/2016 23:58:00,3.2432
9/25/2016 23:58:00,3.2432
9/26/2016 23:58:00,3.2406
9/27/2016 23:58:00,3.2326
9/28/2016 23:58:00,3.2178
9/29/2016 23:58:00,3.2593
9/30/2016 23:58:00,3.2595
10/1/2016 23:58:00,3.2596
10/2/2016 23:58:00,3.2598
10/3/2016 23:58:00,3.2087
10/4/2016 23:58:00,3.2545
10/5/2016 23:58:00,3.2185
10/6/2016 23:58:00,3.2272
10/7/2016 23:58:00,3.2178
10/9/2016 23:58:00,3.2193
10/10/2016 23:58:00,3.2027
10/11/2016 23:58:00,3.1959
10/12/2016 23:58:00,3.2007
10/13/2016 23:58:00,3.1773
10/14/2016 23:58:00,3.2026
10/15/2016 23:58:00,3.202
10/16/2016 23:58:00,3.202
10/17/2016 23:58:00,3.2042
